outer_seed,variant,variant_config/use_mask,variant_config/do_posthoc_pruning,variant_config/apply_masks_for_structure,variant_config/leaf_budget_on,metric/monitor_metric,metric/stage1_es_metric,metric/stage1_select_metric,metric/stage2_es_metric,metric/final_batch_size,hp/B_depth_leaf_budget_triple,hp/tau_cdf,hp/lr_feature,hp/lr_thresh,hp/lr_leaf,hp/lr_mask,hp/loss_type,hp/B,hp/D,hp/leaf_budget_K,hp/nominal_leaves,hp/leaf_budget_ratio,hp/hpo_batch_size,hp/final_batch_size,timing/final_fit_time_sec_full_train_from_cfg,timing/epochs_ran,raw/train/loss,raw/train/accuracy,raw/train/balanced_acc,raw/train/mcc,raw/train/aucroc,raw/train/auprc,raw/train/f1_macro,raw/train/ppv,raw/train/npv,raw/train/tn,raw/train/fp,raw/train/fn,raw/train/tp,raw/train/secs,raw/val/loss,raw/val/accuracy,raw/val/balanced_acc,raw/val/mcc,raw/val/aucroc,raw/val/auprc,raw/val/f1_macro,raw/val/ppv,raw/val/npv,raw/val/tn,raw/val/fp,raw/val/fn,raw/val/tp,raw/val/secs,raw/test/loss,raw/test/accuracy,raw/test/balanced_acc,raw/test/mcc,raw/test/aucroc,raw/test/auprc,raw/test/f1_macro,raw/test/ppv,raw/test/npv,raw/test/tn,raw/test/fp,raw/test/fn,raw/test/tp,raw/test/secs,raw/gap_train_test/fn,raw/gap_train_val/fn,raw/gap_val_test/fn,raw/gap_train_test/tn,raw/gap_train_val/tn,raw/gap_val_test/tn,raw/gap_train_test/fp,raw/gap_train_val/fp,raw/gap_val_test/fp,raw/gap_train_test/tp,raw/gap_train_val/tp,raw/gap_val_test/tp,raw/cx/routable_leaves,raw/cx/routable_branches_effective,raw/cx/decision_nodes,raw/cx/passthrough_nodes,raw/cx/arity_2_nodes,raw/cx/arity_3plus_nodes,raw/cx/trainval_pathlen_mean,raw/cx/trainval_pathlen_median,raw/cx/trainval_pathlen_p90,raw/cx/trainval_n,raw/cx/test_pathlen_mean,raw/cx/test_pathlen_median,raw/cx/test_pathlen_p90,raw/cx/test_n,pp/train/loss,pp/train/accuracy,pp/train/balanced_acc,pp/train/mcc,pp/train/aucroc,pp/train/auprc,pp/train/f1_macro,pp/train/ppv,pp/train/npv,pp/train/tn,pp/train/fp,pp/train/fn,pp/train/tp,pp/train/secs,pp/val/loss,pp/val/accuracy,pp/val/balanced_acc,pp/val/mcc,pp/val/aucroc,pp/val/auprc,pp/val/f1_macro,pp/val/ppv,pp/val/npv,pp/val/tn,pp/val/fp,pp/val/fn,pp/val/tp,pp/val/secs,pp/test/loss,pp/test/accuracy,pp/test/balanced_acc,pp/test/mcc,pp/test/aucroc,pp/test/auprc,pp/test/f1_macro,pp/test/ppv,pp/test/npv,pp/test/tn,pp/test/fp,pp/test/fn,pp/test/tp,pp/test/secs,pp/gap_train_test/fn,pp/gap_train_val/fn,pp/gap_val_test/fn,pp/gap_train_test/tn,pp/gap_train_val/tn,pp/gap_val_test/tn,pp/gap_train_test/fp,pp/gap_train_val/fp,pp/gap_val_test/fp,pp/gap_train_test/tp,pp/gap_train_val/tp,pp/gap_val_test/tp,pp/cx/routable_leaves,pp/cx/routable_branches_effective,pp/cx/decision_nodes,pp/cx/passthrough_nodes,pp/cx/arity_2_nodes,pp/cx/arity_3plus_nodes,pp/cx/train_reached_internal_nodes_full_depth,pp/cx/train_allocated_leaves_full_depth,pp/cx/train_active_branches_full_depth,pp/cx/trainhit_decision_nodes_full_depth,pp/cx/trainhit_passthrough_nodes_full_depth,pp/cx/trainhit_branches_effective_full_depth,pp/cx/pp_trainval_redirected_allocated_leaves_full_depth,pp/cx/pp_test_redirected_allocated_leaves_full_depth,pp/cx/trainval_pathlen_mean,pp/cx/trainval_pathlen_median,pp/cx/trainval_pathlen_p90,pp/cx/trainval_n,pp/cx/test_pathlen_mean,pp/cx/test_pathlen_median,pp/cx/test_pathlen_p90,pp/cx/test_n,dataset_folder,dataset_dir,dataset_id,dataset_name,n_samples,n_features,n_num_features,n_cat_features,final/test/balanced_acc,final/test/aucroc,final/test/acc,final/test/f1_macro,final/cx/test_pathlen_decisions_mean,final/cx/routable_leaves,final/cx/decision_nodes,final/cx/routable_branches_effective
2,D_no_mask_pp,False,True,False,False,balanced_acc,val_loss,val_loss,val_bacc,245,B4_D4_K48,0.3488574096023603,0.0262447431459503,0.0028868190886087,0.0050863360136265,0.0688331281475182,balanced_bce,4,4,48,256,0.1875,196,245,19.214605301618576,,0.3627,0.8832,0.8811,0.7574,0.8996,0.8098,0.8785,0.8383,0.9143,1589,195,149,1011,0.0316,0.3729,0.875,0.8685,0.7379,0.888,0.814,0.869,0.8438,0.8951,401,45,47,243,0.0071,0.3508,0.8893,0.8807,0.7669,0.8944,0.829,0.8832,0.8739,0.8986,514,44,58,305,0.009,91.0,102.0,-11.0,1075.0,1188.0,-113.0,151.0,150.0,1.0,706.0,768.0,-62.0,138,186,49,9,2,47,3.9067934782608695,4.0,4.0,3680,3.89685124864278,4.0,4.0,921,0.3627,0.8832,0.8811,0.7574,0.8996,0.8098,0.8785,0.8383,0.9143,1589.0,195.0,149.0,1011.0,0.0416,0.3729,0.875,0.8685,0.7379,0.888,0.814,0.869,0.8438,0.8951,401.0,45.0,47.0,243.0,0.0109,0.3508,0.8893,0.8807,0.7669,0.8944,0.829,0.8832,0.8739,0.8986,514.0,44.0,58.0,305.0,0.0139,91.0,102.0,-11.0,1075.0,1188.0,-113.0,151.0,150.0,1.0,706.0,768.0,-62.0,19.0,32.0,14.0,7.0,11.0,3.0,21.0,19.0,39.0,14.0,7.0,32.0,19.0,18.0,3.107608795166016,3.0,4.0,3680.0,3.096634149551392,3.0,4.0,921.0,OpenML_44_spambase,OpenML_44_spambase,44,spambase,4601,57,57,0,0.8807,0.8944,,0.8832,,19.0,14.0,32.0
3,A_no_mask_no_pp,False,False,False,False,balanced_acc,val_loss,val_loss,val_bacc,245,B3_D4_K24,0.4323645208582868,0.0115829871685157,0.0555641918960143,0.0368961802517531,0.0091542435873225,balanced_bce,3,4,24,81,0.2962962962962963,196,245,10.901749890297651,,0.4227,0.8427,0.8496,0.6857,0.9049,0.8216,0.8392,0.7583,0.9141,1458,326,137,1023,0.0278,0.4249,0.8356,0.8384,0.666,0.8918,0.7841,0.831,0.76,0.8954,368,78,43,247,0.0072,0.4137,0.8567,0.8663,0.7175,0.9064,0.8117,0.8539,0.768,0.9347,458,100,32,331,0.0094,105.0,94.0,11.0,1000.0,1090.0,-90.0,226.0,248.0,-22.0,692.0,776.0,-84.0,51,76,26,5,2,24,3.326358695652174,3.0,4.0,3680,3.3648208469055376,3.0,4.0,921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenML_44_spambase,OpenML_44_spambase,44,spambase,4601,57,57,0,,,,,,,,
3,B_mask_no_pp,True,False,True,False,balanced_acc,val_loss,val_loss,val_bacc,245,B3_D4_K24,0.4323645208582868,0.0115829871685157,0.0555641918960143,0.0368961802517531,0.0091542435873225,balanced_bce,3,4,24,81,0.2962962962962963,196,245,12.96504034474492,,0.3917,0.8516,0.8552,0.699,0.8876,0.8242,0.8475,0.7779,0.9099,1495,289,148,1012,0.0366,0.4,0.8546,0.8529,0.6995,0.8778,0.808,0.8492,0.798,0.8951,384,62,45,245,0.0078,0.3404,0.8719,0.8784,0.7432,0.9174,0.8562,0.8687,0.7952,0.9348,473,85,33,330,0.0101,115.0,103.0,12.0,1022.0,1111.0,-89.0,204.0,227.0,-23.0,682.0,767.0,-85.0,58,88,31,1,5,26,3.5478260869565217,4.0,4.0,3680,3.549402823018458,4.0,4.0,921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenML_44_spambase,OpenML_44_spambase,44,spambase,4601,57,57,0,,,,,,,,
3,C_mask_pp,True,True,True,False,balanced_acc,val_loss,val_loss,val_bacc,245,B3_D4_K24,0.4323645208582868,0.0115829871685157,0.0555641918960143,0.0368961802517531,0.0091542435873225,balanced_bce,3,4,24,81,0.2962962962962963,196,245,13.052944790571928,,0.3917,0.8516,0.8552,0.699,0.8876,0.8242,0.8475,0.7779,0.9099,1495,289,148,1012,0.0337,0.4,0.8546,0.8529,0.6995,0.8778,0.808,0.8492,0.798,0.8951,384,62,45,245,0.0074,0.3404,0.8719,0.8784,0.7432,0.9174,0.8562,0.8687,0.7952,0.9348,473,85,33,330,0.0094,115.0,103.0,12.0,1022.0,1111.0,-89.0,204.0,227.0,-23.0,682.0,767.0,-85.0,58,88,31,1,5,26,3.5478260869565217,4.0,4.0,3680,3.549402823018458,4.0,4.0,921,0.3917,0.8516,0.8552,0.699,0.8876,0.8242,0.8475,0.7779,0.9099,1495.0,289.0,148.0,1012.0,0.0427,0.4,0.8546,0.8529,0.6995,0.8778,0.808,0.8492,0.798,0.8951,384.0,62.0,45.0,245.0,0.0113,0.3404,0.8719,0.8784,0.7432,0.9174,0.8562,0.8687,0.7952,0.9348,473.0,85.0,33.0,330.0,0.0149,115.0,103.0,12.0,1022.0,1111.0,-89.0,204.0,227.0,-23.0,682.0,767.0,-85.0,10.0,17.0,8.0,6.0,7.0,1.0,14.0,10.0,23.0,8.0,6.0,17.0,10.0,10.0,2.829619646072388,3.0,4.0,3680.0,2.856677532196045,3.0,4.0,921.0,OpenML_44_spambase,OpenML_44_spambase,44,spambase,4601,57,57,0,0.8784,0.9174,,0.8687,,10.0,8.0,17.0
3,D_no_mask_pp,False,True,False,False,balanced_acc,val_loss,val_loss,val_bacc,245,B3_D4_K24,0.4323645208582868,0.0115829871685157,0.0555641918960143,0.0368961802517531,0.0091542435873225,balanced_bce,3,4,24,81,0.2962962962962963,196,245,11.03281682357192,,0.4227,0.8427,0.8496,0.6857,0.9049,0.8216,0.8392,0.7583,0.9141,1458,326,137,1023,0.0294,0.4249,0.8356,0.8384,0.666,0.8918,0.7841,0.831,0.76,0.8954,368,78,43,247,0.0071,0.4137,0.8567,0.8663,0.7175,0.9064,0.8117,0.8539,0.768,0.9347,458,100,32,331,0.0097,105.0,94.0,11.0,1000.0,1090.0,-90.0,226.0,248.0,-22.0,692.0,776.0,-84.0,51,76,26,5,2,24,3.326358695652174,3.0,4.0,3680,3.3648208469055376,3.0,4.0,921,0.4227,0.8427,0.8496,0.6857,0.9049,0.8216,0.8392,0.7583,0.9141,1458.0,326.0,137.0,1023.0,0.0415,0.4249,0.8356,0.8384,0.666,0.8918,0.7841,0.831,0.76,0.8954,368.0,78.0,43.0,247.0,0.0106,0.4137,0.8567,0.8663,0.7175,0.9064,0.8117,0.8539,0.768,0.9347,458.0,100.0,32.0,331.0,0.0138,105.0,94.0,11.0,1000.0,1090.0,-90.0,226.0,248.0,-22.0,692.0,776.0,-84.0,8.0,14.0,7.0,5.0,7.0,0.0,12.0,8.0,19.0,7.0,5.0,14.0,8.0,8.0,2.988586902618408,3.0,4.0,3680.0,2.9989142417907715,3.0,4.0,921.0,OpenML_44_spambase,OpenML_44_spambase,44,spambase,4601,57,57,0,0.8663,0.9064,,0.8539,,8.0,7.0,14.0
4,A_no_mask_no_pp,False,False,False,False,balanced_acc,val_loss,val_loss,val_bacc,245,B4_D4_K48,0.149274013646787,0.0012105647514949,0.0233135598001835,0.0716572243899134,0.09835510942211,balanced_bce,4,4,48,256,0.1875,196,245,12.684701416641474,,0.3671,0.856,0.848,0.6977,0.9064,0.8458,0.8488,0.8217,0.8778,1580,204,220,940,0.0451,0.3268,0.875,0.8613,0.7362,0.9229,0.8792,0.8669,0.875,0.875,413,33,59,231,0.008,0.3162,0.8817,0.8739,0.7513,0.9302,0.8818,0.8755,0.8588,0.8959,508,50,59,304,0.009,161.0,161.0,0.0,1072.0,1167.0,-95.0,154.0,171.0,-17.0,636.0,709.0,-73.0,170,227,58,2,1,57,3.756521739130435,4.0,4.0,3680,3.743756786102063,4.0,4.0,921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenML_44_spambase,OpenML_44_spambase,44,spambase,4601,57,57,0,,,,,,,,
4,B_mask_no_pp,True,False,True,False,balanced_acc,val_loss,val_loss,val_bacc,245,B4_D4_K48,0.149274013646787,0.0012105647514949,0.0233135598001835,0.0716572243899134,0.09835510942211,balanced_bce,4,4,48,256,0.1875,196,245,14.634211253374817,,0.3732,0.8604,0.8657,0.7187,0.9124,0.851,0.8568,0.7844,0.9219,1500,284,127,1033,0.047,0.3944,0.8533,0.8638,0.7122,0.904,0.8269,0.8506,0.7615,0.9356,363,83,25,265,0.0099,0.3507,0.8708,0.8756,0.7389,0.924,0.863,0.8673,0.799,0.9279,476,82,37,326,0.0126,90.0,102.0,-12.0,1024.0,1137.0,-113.0,202.0,201.0,1.0,707.0,768.0,-61.0,206,277,72,2,1,71,3.6953804347826087,4.0,4.0,3680,3.699239956568946,4.0,4.0,921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenML_44_spambase,OpenML_44_spambase,44,spambase,4601,57,57,0,,,,,,,,
4,C_mask_pp,True,True,True,False,balanced_acc,val_loss,val_loss,val_bacc,245,B4_D4_K48,0.149274013646787,0.0012105647514949,0.0233135598001835,0.0716572243899134,0.09835510942211,balanced_bce,4,4,48,256,0.1875,196,245,14.64970837533474,,0.3732,0.8604,0.8657,0.7187,0.9124,0.851,0.8568,0.7844,0.9219,1500,284,127,1033,0.0364,0.3944,0.8533,0.8638,0.7122,0.904,0.8269,0.8506,0.7615,0.9356,363,83,25,265,0.0076,0.3507,0.8708,0.8756,0.7389,0.924,0.863,0.8673,0.799,0.9279,476,82,37,326,0.0098,90.0,102.0,-12.0,1024.0,1137.0,-113.0,202.0,201.0,1.0,707.0,768.0,-61.0,206,277,72,2,1,71,3.6953804347826087,4.0,4.0,3680,3.699239956568946,4.0,4.0,921,0.3732,0.8604,0.8657,0.7187,0.9124,0.851,0.8568,0.7844,0.9219,1500.0,284.0,127.0,1033.0,0.043,0.3944,0.8533,0.8638,0.7122,0.904,0.8269,0.8506,0.7615,0.9356,363.0,83.0,25.0,265.0,0.0113,0.3519,0.8697,0.8747,0.737,0.9236,0.8626,0.8662,0.7971,0.9277,475.0,83.0,37.0,326.0,0.0143,90.0,102.0,-12.0,1025.0,1137.0,-112.0,201.0,201.0,0.0,707.0,768.0,-61.0,25.0,44.0,20.0,2.0,17.0,3.0,22.0,25.0,46.0,20.0,2.0,44.0,25.0,23.0,3.692119598388672,4.0,4.0,3680.0,3.698154211044312,4.0,4.0,921.0,OpenML_44_spambase,OpenML_44_spambase,44,spambase,4601,57,57,0,0.8747,0.9236,,0.8662,,25.0,20.0,44.0
4,D_no_mask_pp,False,True,False,False,balanced_acc,val_loss,val_loss,val_bacc,245,B4_D4_K48,0.149274013646787,0.0012105647514949,0.0233135598001835,0.0716572243899134,0.09835510942211,balanced_bce,4,4,48,256,0.1875,196,245,12.693088117986916,,0.3671,0.856,0.848,0.6977,0.9064,0.8458,0.8488,0.8217,0.8778,1580,204,220,940,0.038,0.3268,0.875,0.8613,0.7362,0.9229,0.8792,0.8669,0.875,0.875,413,33,59,231,0.0073,0.3162,0.8817,0.8739,0.7513,0.9302,0.8818,0.8755,0.8588,0.8959,508,50,59,304,0.0095,161.0,161.0,0.0,1072.0,1167.0,-95.0,154.0,171.0,-17.0,636.0,709.0,-73.0,170,227,58,2,1,57,3.756521739130435,4.0,4.0,3680,3.743756786102063,4.0,4.0,921,0.3671,0.856,0.848,0.6977,0.9064,0.8458,0.8488,0.8217,0.8778,1580.0,204.0,220.0,940.0,0.0431,0.3268,0.875,0.8613,0.7362,0.9229,0.8792,0.8669,0.875,0.875,413.0,33.0,59.0,231.0,0.0106,0.3162,0.8817,0.8739,0.7513,0.9302,0.8818,0.8755,0.8588,0.8959,508.0,50.0,59.0,304.0,0.0145,161.0,161.0,0.0,1072.0,1167.0,-95.0,154.0,171.0,-17.0,636.0,709.0,-73.0,22.0,36.0,15.0,6.0,9.0,6.0,21.0,22.0,42.0,15.0,6.0,36.0,22.0,20.0,3.681250095367432,4.0,4.0,3680.0,3.664495229721069,4.0,4.0,921.0,OpenML_44_spambase,OpenML_44_spambase,44,spambase,4601,57,57,0,0.8739,0.9302,,0.8755,,22.0,15.0,36.0
0,A_no_mask_no_pp,False,False,False,False,balanced_acc,val_loss,val_loss,val_bacc,51,B3_D4_K36,0.5200371384399868,0.0109476330905022,0.0556831271647814,0.071480069811489,0.0076831938755277,balanced_bce,3,4,36,81,0.4444444444444444,40,51,6.949358392506838,,0.4621,0.7964,0.7976,0.5937,0.855,0.7903,0.7961,0.7632,0.829,257,72,53,232,0.0072,0.5066,0.7922,0.794,0.5862,0.8224,0.7355,0.7919,0.7532,0.8312,64,19,13,58,0.0021,0.4659,0.7979,0.8028,0.6056,0.859,0.7963,0.7979,0.7404,0.8652,77,27,12,77,0.0024,41.0,40.0,1.0,180.0,193.0,-13.0,45.0,53.0,-8.0,155.0,174.0,-19.0,45,71,27,5,10,17,3.8645833333333335,4.0,4.0,768,3.8704663212435233,4.0,4.0,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenML_45557_Mammographic-Mass-Data-Set,OpenML_45557_Mammographic-Mass-Data-Set,45557,Mammographic-Mass-Data-Set,961,4,2,2,,,,,,,,
0,B_mask_no_pp,True,False,True,False,balanced_acc,val_loss,val_loss,val_bacc,51,B3_D4_K36,0.5200371384399868,0.0109476330905022,0.0556831271647814,0.071480069811489,0.0076831938755277,balanced_bce,3,4,36,81,0.4444444444444444,40,51,8.795821715146303,,0.4677,0.7948,0.7951,0.5891,0.856,0.7896,0.7942,0.7677,0.8202,260,69,57,228,0.0071,0.5153,0.7857,0.787,0.5722,0.8222,0.7451,0.7853,0.75,0.8205,64,19,14,57,0.002,0.4651,0.8238,0.8252,0.6485,0.862,0.8072,0.8235,0.7895,0.8571,84,20,14,75,0.0022,43.0,43.0,0.0,176.0,196.0,-20.0,49.0,50.0,-1.0,153.0,171.0,-18.0,16,26,11,3,7,4,3.4453125,3.0,4.0,768,3.430051813471503,3.0,4.0,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenML_45557_Mammographic-Mass-Data-Set,OpenML_45557_Mammographic-Mass-Data-Set,45557,Mammographic-Mass-Data-Set,961,4,2,2,,,,,,,,
0,C_mask_pp,True,True,True,False,balanced_acc,val_loss,val_loss,val_bacc,51,B3_D4_K36,0.5200371384399868,0.0109476330905022,0.0556831271647814,0.071480069811489,0.0076831938755277,balanced_bce,3,4,36,81,0.4444444444444444,40,51,8.281648978590965,,0.4677,0.7948,0.7951,0.5891,0.856,0.7896,0.7942,0.7677,0.8202,260,69,57,228,0.007,0.5153,0.7857,0.787,0.5722,0.8222,0.7451,0.7853,0.75,0.8205,64,19,14,57,0.002,0.4651,0.8238,0.8252,0.6485,0.862,0.8072,0.8235,0.7895,0.8571,84,20,14,75,0.0023,43.0,43.0,0.0,176.0,196.0,-20.0,49.0,50.0,-1.0,153.0,171.0,-18.0,16,26,11,3,7,4,3.4453125,3.0,4.0,768,3.430051813471503,3.0,4.0,193,0.4677,0.7948,0.7951,0.5891,0.856,0.7896,0.7942,0.7677,0.8202,260.0,69.0,57.0,228.0,0.015,0.5153,0.7857,0.787,0.5722,0.8222,0.7451,0.7853,0.75,0.8205,64.0,19.0,14.0,57.0,0.0036,0.4651,0.8238,0.8252,0.6485,0.862,0.8072,0.8235,0.7895,0.8571,84.0,20.0,14.0,75.0,0.0035,43.0,43.0,0.0,176.0,196.0,-20.0,49.0,50.0,-1.0,153.0,171.0,-18.0,11.0,17.0,7.0,6.0,4.0,3.0,13.0,11.0,23.0,7.0,6.0,17.0,11.0,10.0,3.1393229961395264,3.0,4.0,768.0,3.1036269664764404,3.0,3.79998779296875,193.0,OpenML_45557_Mammographic-Mass-Data-Set,OpenML_45557_Mammographic-Mass-Data-Set,45557,Mammographic-Mass-Data-Set,961,4,2,2,0.8252,0.862,,0.8235,,11.0,7.0,17.0
0,D_no_mask_pp,False,True,False,False,balanced_acc,val_loss,val_loss,val_bacc,51,B3_D4_K36,0.5200371384399868,0.0109476330905022,0.0556831271647814,0.071480069811489,0.0076831938755277,balanced_bce,3,4,36,81,0.4444444444444444,40,51,6.798432189971209,,0.4621,0.7964,0.7976,0.5937,0.855,0.7903,0.7961,0.7632,0.829,257,72,53,232,0.0071,0.5066,0.7922,0.794,0.5862,0.8224,0.7355,0.7919,0.7532,0.8312,64,19,13,58,0.0021,0.4659,0.7979,0.8028,0.6056,0.859,0.7963,0.7979,0.7404,0.8652,77,27,12,77,0.0025,41.0,40.0,1.0,180.0,193.0,-13.0,45.0,53.0,-8.0,155.0,174.0,-19.0,45,71,27,5,10,17,3.8645833333333335,4.0,4.0,768,3.8704663212435233,4.0,4.0,193,0.4621,0.7964,0.7976,0.5937,0.855,0.7903,0.7961,0.7632,0.829,257.0,72.0,53.0,232.0,0.0109,0.5066,0.7922,0.794,0.5862,0.8224,0.7355,0.7919,0.7532,0.8312,64.0,19.0,13.0,58.0,0.0035,0.4659,0.7979,0.8028,0.6056,0.859,0.7963,0.7979,0.7404,0.8652,77.0,27.0,12.0,77.0,0.0037,41.0,40.0,1.0,180.0,193.0,-13.0,45.0,53.0,-8.0,155.0,174.0,-19.0,11.0,19.0,9.0,7.0,8.0,1.0,16.0,11.0,26.0,9.0,7.0,19.0,11.0,9.0,3.3684895038604736,3.0,4.0,768.0,3.331606149673462,3.0,4.0,193.0,OpenML_45557_Mammographic-Mass-Data-Set,OpenML_45557_Mammographic-Mass-Data-Set,45557,Mammographic-Mass-Data-Set,961,4,2,2,0.8028,0.859,,0.7979,,11.0,9.0,19.0
1,A_no_mask_no_pp,False,False,False,False,balanced_acc,val_loss,val_loss,val_bacc,51,B4_D2_K8,0.140823142920813,0.0132445298267348,0.007526449307286,0.0013302393012058,0.067857227900321,balanced_bce,4,2,8,16,0.5,40,51,12.0842610783875,,0.5906,0.7785,0.775,0.5538,0.7859,0.7096,0.7761,0.7811,0.7765,271,58,78,207,0.0066,0.589,0.7792,0.7738,0.5552,0.7993,0.7174,0.7754,0.7937,0.7692,70,13,21,50,0.002,0.5948,0.7668,0.7585,0.533,0.7878,0.7082,0.7602,0.8056,0.7438,90,14,31,58,0.0025,47.0,57.0,-10.0,181.0,201.0,-20.0,44.0,45.0,-1.0,149.0,157.0,-8.0,10,13,4,0,0,4,2.0,2.0,2.0,768,2.0,2.0,2.0,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenML_45557_Mammographic-Mass-Data-Set,OpenML_45557_Mammographic-Mass-Data-Set,45557,Mammographic-Mass-Data-Set,961,4,2,2,,,,,,,,
1,B_mask_no_pp,True,False,True,False,balanced_acc,val_loss,val_loss,val_bacc,51,B4_D2_K8,0.140823142920813,0.0132445298267348,0.007526449307286,0.0013302393012058,0.067857227900321,balanced_bce,4,2,8,16,0.5,40,51,13.10190387442708,,0.5756,0.7818,0.7795,0.5605,0.7818,0.7006,0.7801,0.7745,0.7876,267,62,72,213,0.0075,0.5792,0.7727,0.7688,0.5415,0.7797,0.7071,0.7699,0.7727,0.7727,68,15,20,51,0.0019,0.5829,0.7668,0.7585,0.533,0.7585,0.6856,0.7602,0.8056,0.7438,90,14,31,58,0.0024,41.0,52.0,-11.0,177.0,199.0,-22.0,48.0,47.0,1.0,155.0,162.0,-7.0,8,10,3,1,0,3,1.96875,2.0,2.0,768,2.0,2.0,2.0,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenML_45557_Mammographic-Mass-Data-Set,OpenML_45557_Mammographic-Mass-Data-Set,45557,Mammographic-Mass-Data-Set,961,4,2,2,,,,,,,,
1,C_mask_pp,True,True,True,False,balanced_acc,val_loss,val_loss,val_bacc,51,B4_D2_K8,0.140823142920813,0.0132445298267348,0.007526449307286,0.0013302393012058,0.067857227900321,balanced_bce,4,2,8,16,0.5,40,51,13.384464334696531,,0.5756,0.7818,0.7795,0.5605,0.7818,0.7006,0.7801,0.7745,0.7876,267,62,72,213,0.0069,0.5792,0.7727,0.7688,0.5415,0.7797,0.7071,0.7699,0.7727,0.7727,68,15,20,51,0.0023,0.5829,0.7668,0.7585,0.533,0.7585,0.6856,0.7602,0.8056,0.7438,90,14,31,58,0.0053,41.0,52.0,-11.0,177.0,199.0,-22.0,48.0,47.0,1.0,155.0,162.0,-7.0,8,10,3,1,0,3,1.96875,2.0,2.0,768,2.0,2.0,2.0,193,0.5756,0.7818,0.7795,0.5605,0.7818,0.7006,0.7801,0.7745,0.7876,267.0,62.0,72.0,213.0,0.0099,0.5792,0.7727,0.7688,0.5415,0.7797,0.7071,0.7699,0.7727,0.7727,68.0,15.0,20.0,51.0,0.003,0.5829,0.7668,0.7585,0.533,0.7585,0.6856,0.7602,0.8056,0.7438,90.0,14.0,31.0,58.0,0.0031,41.0,52.0,-11.0,177.0,199.0,-22.0,48.0,47.0,1.0,155.0,162.0,-7.0,3.0,4.0,2.0,1.0,2.0,0.0,3.0,3.0,5.0,2.0,1.0,4.0,3.0,2.0,1.96875,2.0,2.0,768.0,2.0,2.0,2.0,193.0,OpenML_45557_Mammographic-Mass-Data-Set,OpenML_45557_Mammographic-Mass-Data-Set,45557,Mammographic-Mass-Data-Set,961,4,2,2,0.7585,0.7585,,0.7602,,3.0,2.0,4.0
1,D_no_mask_pp,False,True,False,False,balanced_acc,val_loss,val_loss,val_bacc,51,B4_D2_K8,0.140823142920813,0.0132445298267348,0.007526449307286,0.0013302393012058,0.067857227900321,balanced_bce,4,2,8,16,0.5,40,51,12.70843431353569,,0.5906,0.7785,0.775,0.5538,0.7859,0.7096,0.7761,0.7811,0.7765,271,58,78,207,0.0069,0.589,0.7792,0.7738,0.5552,0.7993,0.7174,0.7754,0.7937,0.7692,70,13,21,50,0.002,0.5948,0.7668,0.7585,0.533,0.7878,0.7082,0.7602,0.8056,0.7438,90,14,31,58,0.0023,47.0,57.0,-10.0,181.0,201.0,-20.0,44.0,45.0,-1.0,149.0,157.0,-8.0,10,13,4,0,0,4,2.0,2.0,2.0,768,2.0,2.0,2.0,193,0.5906,0.7785,0.775,0.5538,0.7859,0.7096,0.7761,0.7811,0.7765,271.0,58.0,78.0,207.0,0.0104,0.589,0.7792,0.7738,0.5552,0.7993,0.7174,0.7754,0.7937,0.7692,70.0,13.0,21.0,50.0,0.004,0.5948,0.7668,0.7585,0.533,0.7878,0.7082,0.7602,0.8056,0.7438,90.0,14.0,31.0,58.0,0.0032,47.0,57.0,-10.0,181.0,201.0,-20.0,44.0,45.0,-1.0,149.0,157.0,-8.0,3.0,4.0,2.0,1.0,2.0,0.0,3.0,3.0,5.0,2.0,1.0,4.0,3.0,3.0,1.7734375,2.0,2.0,768.0,1.8082901239395144,2.0,2.0,193.0,OpenML_45557_Mammographic-Mass-Data-Set,OpenML_45557_Mammographic-Mass-Data-Set,45557,Mammographic-Mass-Data-Set,961,4,2,2,0.7585,0.7878,,0.7602,,3.0,2.0,4.0
